"Tabela 3653 - Produção Física Industrial, por seções e atividades industriais"
"Variável - Índice de base fixa sem ajuste sazonal (Base: média de 2012 = 100) (Número-índice)"
"Mês";"Unidade da Federação";"Seções e atividades industriais (CNAE 2.0)";""
"janeiro 2005";"Bahia";"3.13 Fabricação de produtos têxteis";"-"
"fevereiro 2005";"Ceará";"3.13 Fabricação de produtos têxteis";"135,3"
"fevereiro 2005";"Pernambuco";"3.13 Fabricação de produtos têxteis";"-"
"fevereiro 2005";"Bahia";"3.13 Fabricação de produtos têxteis";"-"
"março 2005";"Ceará";"3.13 Fabricação de produtos têxteis";"119,0"
"março 2005";"Pernambuco";"3.13 Fabricação de produtos têxteis";"-"
"março 2005";"Bahia";"3.13 Fabricação de produtos têxteis";"-"
"abril 2005";"Ceará";"3.13 Fabricação de produtos têxteis";"131,2"
"abril 2005";"Pernambuco";"3.13 Fabricação de produtos têxteis";"-"
"abril 2005";"Bahia";"3.13 Fabricação de produtos têxteis";"-"
"maio 2005";"Ceará";"3.13 Fabricação de produtos têxteis";"133,1"
"maio 2005";"Pernambuco";"3.13 Fabricação de produtos têxteis";"-"
"maio 2005";"Bahia";"3.13 Fabricação de produtos têxteis";"-"
"junho 2005";"Ceará";"3.13 Fabricação de produtos têxteis";"130,9"
"junho 2005";"Pernambuco";"3.13 Fabricação de produtos têxteis";"-"
"junho 2005";"Bahia";"3.13 Fabricação de produtos têxteis";"-"
"julho 2005";"Ceará";"3.13 Fabricação de produtos têxteis";"144,1"
"julho 2005";"Pernambuco";"3.13 Fabricação de produtos têxteis";"-"
"julho 2005";"Bahia";"3.13 Fabricação de produtos têxteis";"-"
"agosto 2005";"Ceará";"3.13 Fabricação de produtos têxteis";"142,7"
"agosto 2005";"Pernambuco";"3.13 Fabricação de produtos têxteis";"-"
"agosto 2005";"Bahia";"3.13 Fabricação de produtos têxteis";"-"
"setembro 2005";"Ceará";"3.13 Fabricação de produtos têxteis";"135,4"
"setembro 2005";"Pernambuco";"3.13 Fabricação de produtos têxteis";"-"
"setembro 2005";"Bahia";"3.13 Fabricação de produtos têxteis";"-"
"outubro 2005";"Ceará";"3.13 Fabricação de produtos têxteis";"140,6"
"outubro 2005";"Pernambuco";"3.13 Fabricação de produtos têxteis";"-"
"outubro 2005";"Bahia";"3.13 Fabricação de produtos têxteis";"-"
"novembro 2005";"Ceará";"3.13 Fabricação de produtos têxteis";"142,6"
"novembro 2005";"Pernambuco";"3.13 Fabricação de produtos têxteis";"-"
"novembro 2005";"Bahia";"3.13 Fabricação de produtos têxteis";"-"
"dezembro 2005";"Ceará";"3.13 Fabricação de produtos têxteis";"107,0"
"dezembro 2005";"Pernambuco";"3.13 Fabricação de produtos têxteis";"-"
"dezembro 2005";"Bahia";"3.13 Fabricação de produtos têxteis";"-"
"janeiro 2006";"Ceará";"3.13 Fabricação de produtos têxteis";"138,5"
"janeiro 2006";"Pernambuco";"3.13 Fabricação de produtos têxteis";"-"
"janeiro 2006";"Bahia";"3.13 Fabricação de produtos têxteis";"-"
"fevereiro 2006";"Ceará";"3.13 Fabricação de produtos têxteis";"140,6"
"fevereiro 2006";"Pernambuco";"3.13 Fabricação de produtos têxteis";"-"
"fevereiro 2006";"Bahia";"3.13 Fabricação de produtos têxteis";"-"
"março 2006";"Ceará";"3.13 Fabricação de produtos têxteis";"152,3"
"março 2006";"Pernambuco";"3.13 Fabricação de produtos têxteis";"-"
"março 2006";"Bahia";"3.13 Fabricação de produtos têxteis";"-"
"abril 2006";"Ceará";"3.13 Fabricação de produtos têxteis";"150,6"
"abril 2006";"Pernambuco";"3.13 Fabricação de produtos têxteis";"-"
"abril 2006";"Bahia";"3.13 Fabricação de produtos têxteis";"-"
"maio 2006";"Ceará";"3.13 Fabricação de produtos têxteis";"159,0"
"maio 2006";"Pernambuco";"3.13 Fabricação de produtos têxteis";"-"
"maio 2006";"Bahia";"3.13 Fabricação de produtos têxteis";"-"
"junho 2006";"Ceará";"3.13 Fabricação de produtos têxteis";"160,3"
"junho 2006";"Pernambuco";"3.13 Fabricação de produtos têxteis";"-"
"junho 2006";"Bahia";"3.13 Fabricação de produtos têxteis";"-"
"julho 2006";"Ceará";"3.13 Fabricação de produtos têxteis";"175,4"
"julho 2006";"Pernambuco";"3.13 Fabricação de produtos têxteis";"-"
"julho 2006";"Bahia";"3.13 Fabricação de produtos têxteis";"-"
"agosto 2006";"Ceará";"3.13 Fabricação de produtos têxteis";"161,5"
"agosto 2006";"Pernambuco";"3.13 Fabricação de produtos têxteis";"-"
"agosto 2006";"Bahia";"3.13 Fabricação de produtos têxteis";"-"
"setembro 2006";"Ceará";"3.13 Fabricação de produtos têxteis";"140,9"
"setembro 2006";"Pernambuco";"3.13 Fabricação de produtos têxteis";"-"
"setembro 2006";"Bahia";"3.13 Fabricação de produtos têxteis";"-"
"outubro 2006";"Ceará";"3.13 Fabricação de produtos têxteis";"143,6"
"outubro 2006";"Pernambuco";"3.13 Fabricação de produtos têxteis";"-"
"outubro 2006";"Bahia";"3.13 Fabricação de produtos têxteis";"-"
"novembro 2006";"Ceará";"3.13 Fabricação de produtos têxteis";"136,2"
"novembro 2006";"Pernambuco";"3.13 Fabricação de produtos têxteis";"-"
"novembro 2006";"Bahia";"3.13 Fabricação de produtos têxteis";"-"
"dezembro 2006";"Ceará";"3.13 Fabricação de produtos têxteis";"112,1"
"dezembro 2006";"Pernambuco";"3.13 Fabricação de produtos têxteis";"-"
"dezembro 2006";"Bahia";"3.13 Fabricação de produtos têxteis";"-"
"janeiro 2007";"Ceará";"3.13 Fabricação de produtos têxteis";"124,9"
"janeiro 2007";"Pernambuco";"3.13 Fabricação de produtos têxteis";"-"
"janeiro 2007";"Bahia";"3.13 Fabricação de produtos têxteis";"-"
"fevereiro 2007";"Ceará";"3.13 Fabricação de produtos têxteis";"132,5"
"fevereiro 2007";"Pernambuco";"3.13 Fabricação de produtos têxteis";"-"
"fevereiro 2007";"Bahia";"3.13 Fabricação de produtos têxteis";"-"
"março 2007";"Ceará";"3.13 Fabricação de produtos têxteis";"144,9"
"março 2007";"Pernambuco";"3.13 Fabricação de produtos têxteis";"-"
"março 2007";"Bahia";"3.13 Fabricação de produtos têxteis";"-"
"abril 2007";"Ceará";"3.13 Fabricação de produtos têxteis";"142,4"
"abril 2007";"Pernambuco";"3.13 Fabricação de produtos têxteis";"-"
"abril 2007";"Bahia";"3.13 Fabricação de produtos têxteis";"-"
"maio 2007";"Ceará";"3.13 Fabricação de produtos têxteis";"154,9"
"maio 2007";"Pernambuco";"3.13 Fabricação de produtos têxteis";"-"
"maio 2007";"Bahia";"3.13 Fabricação de produtos têxteis";"-"
"junho 2007";"Ceará";"3.13 Fabricação de produtos têxteis";"152,4"
"junho 2007";"Pernambuco";"3.13 Fabricação de produtos têxteis";"-"
"junho 2007";"Bahia";"3.13 Fabricação de produtos têxteis";"-"
"julho 2007";"Ceará";"3.13 Fabricação de produtos têxteis";"155,6"
"julho 2007";"Pernambuco";"3.13 Fabricação de produtos têxteis";"-"
"julho 2007";"Bahia";"3.13 Fabricação de produtos têxteis";"-"
"agosto 2007";"Ceará";"3.13 Fabricação de produtos têxteis";"145,5"
"agosto 2007";"Pernambuco";"3.13 Fabricação de produtos têxteis";"-"
"agosto 2007";"Bahia";"3.13 Fabricação de produtos têxteis";"-"
"setembro 2007";"Ceará";"3.13 Fabricação de produtos têxteis";"149,0"
"setembro 2007";"Pernambuco";"3.13 Fabricação de produtos têxteis";"-"
"setembro 2007";"Bahia";"3.13 Fabricação de produtos têxteis";"-"
"outubro 2007";"Ceará";"3.13 Fabricação de produtos têxteis";"146,2"
"outubro 2007";"Pernambuco";"3.13 Fabricação de produtos têxteis";"-"
"outubro 2007";"Bahia";"3.13 Fabricação de produtos têxteis";"-"
"novembro 2007";"Ceará";"3.13 Fabricação de produtos têxteis";"138,4"
"novembro 2007";"Pernambuco";"3.13 Fabricação de produtos têxteis";"-"
"novembro 2007";"Bahia";"3.13 Fabricação de produtos têxteis";"-"
"dezembro 2007";"Ceará";"3.13 Fabricação de produtos têxteis";"128,8"
"dezembro 2007";"Pernambuco";"3.13 Fabricação de produtos têxteis";"-"
"dezembro 2007";"Bahia";"3.13 Fabricação de produtos têxteis";"-"
"janeiro 2008";"Ceará";"3.13 Fabricação de produtos têxteis";"79,1"
"janeiro 2008";"Pernambuco";"3.13 Fabricação de produtos têxteis";"-"
"janeiro 2008";"Bahia";"3.13 Fabricação de produtos têxteis";"-"
"fevereiro 2008";"Ceará";"3.13 Fabricação de produtos têxteis";"127,1"
"fevereiro 2008";"Pernambuco";"3.13 Fabricação de produtos têxteis";"-"
"fevereiro 2008";"Bahia";"3.13 Fabricação de produtos têxteis";"-"
"março 2008";"Ceará";"3.13 Fabricação de produtos têxteis";"155,8"
"março 2008";"Pernambuco";"3.13 Fabricação de produtos têxteis";"-"
"março 2008";"Bahia";"3.13 Fabricação de produtos têxteis";"-"
"abril 2008";"Ceará";"3.13 Fabricação de produtos têxteis";"145,0"
"abril 2008";"Pernambuco";"3.13 Fabricação de produtos têxteis";"-"
"abril 2008";"Bahia";"3.13 Fabricação de produtos têxteis";"-"
"maio 2008";"Ceará";"3.13 Fabricação de produtos têxteis";"141,4"
"maio 2008";"Pernambuco";"3.13 Fabricação de produtos têxteis";"-"
"maio 2008";"Bahia";"3.13 Fabricação de produtos têxteis";"-"
"junho 2008";"Ceará";"3.13 Fabricação de produtos têxteis";"138,3"
"junho 2008";"Pernambuco";"3.13 Fabricação de produtos têxteis";"-"
"junho 2008";"Bahia";"3.13 Fabricação de produtos têxteis";"-"
"julho 2008";"Ceará";"3.13 Fabricação de produtos têxteis";"145,5"
"julho 2008";"Pernambuco";"3.13 Fabricação de produtos têxteis";"-"
"julho 2008";"Bahia";"3.13 Fabricação de produtos têxteis";"-"
"agosto 2008";"Ceará";"3.13 Fabricação de produtos têxteis";"146,3"
"agosto 2008";"Pernambuco";"3.13 Fabricação de produtos têxteis";"-"
"agosto 2008";"Bahia";"3.13 Fabricação de produtos têxteis";"-"
"setembro 2008";"Ceará";"3.13 Fabricação de produtos têxteis";"134,3"
"setembro 2008";"Pernambuco";"3.13 Fabricação de produtos têxteis";"-"
"setembro 2008";"Bahia";"3.13 Fabricação de produtos têxteis";"-"
"outubro 2008";"Ceará";"3.13 Fabricação de produtos têxteis";"133,9"
"outubro 2008";"Pernambuco";"3.13 Fabricação de produtos têxteis";"-"
"outubro 2008";"Bahia";"3.13 Fabricação de produtos têxteis";"-"
"novembro 2008";"Ceará";"3.13 Fabricação de produtos têxteis";"139,1"
"novembro 2008";"Pernambuco";"3.13 Fabricação de produtos têxteis";"-"
"novembro 2008";"Bahia";"3.13 Fabricação de produtos têxteis";"-"
"dezembro 2008";"Ceará";"3.13 Fabricação de produtos têxteis";"82,6"
"dezembro 2008";"Pernambuco";"3.13 Fabricação de produtos têxteis";"-"
"dezembro 2008";"Bahia";"3.13 Fabricação de produtos têxteis";"-"
"janeiro 2009";"Ceará";"3.13 Fabricação de produtos têxteis";"108,3"
"janeiro 2009";"Pernambuco";"3.13 Fabricação de produtos têxteis";"-"
"janeiro 2009";"Bahia";"3.13 Fabricação de produtos têxteis";"-"
"fevereiro 2009";"Ceará";"3.13 Fabricação de produtos têxteis";"127,3"
"fevereiro 2009";"Pernambuco";"3.13 Fabricação de produtos têxteis";"-"
"fevereiro 2009";"Bahia";"3.13 Fabricação de produtos têxteis";"-"
"março 2009";"Ceará";"3.13 Fabricação de produtos têxteis";"148,1"
"março 2009";"Pernambuco";"3.13 Fabricação de produtos têxteis";"-"
"março 2009";"Bahia";"3.13 Fabricação de produtos têxteis";"-"
"abril 2009";"Ceará";"3.13 Fabricação de produtos têxteis";"130,6"
"abril 2009";"Pernambuco";"3.13 Fabricação de produtos têxteis";"-"
"abril 2009";"Bahia";"3.13 Fabricação de produtos têxteis";"-"
"maio 2009";"Ceará";"3.13 Fabricação de produtos têxteis";"137,8"
"maio 2009";"Pernambuco";"3.13 Fabricação de produtos têxteis";"-"
"maio 2009";"Bahia";"3.13 Fabricação de produtos têxteis";"-"
"junho 2009";"Ceará";"3.13 Fabricação de produtos têxteis";"126,3"
"junho 2009";"Pernambuco";"3.13 Fabricação de produtos têxteis";"-"
"junho 2009";"Bahia";"3.13 Fabricação de produtos têxteis";"-"
"julho 2009";"Ceará";"3.13 Fabricação de produtos têxteis";"151,6"
"julho 2009";"Pernambuco";"3.13 Fabricação de produtos têxteis";"-"
"julho 2009";"Bahia";"3.13 Fabricação de produtos têxteis";"-"
"agosto 2009";"Ceará";"3.13 Fabricação de produtos têxteis";"149,9"
"agosto 2009";"Pernambuco";"3.13 Fabricação de produtos têxteis";"-"
"agosto 2009";"Bahia";"3.13 Fabricação de produtos têxteis";"-"
"setembro 2009";"Ceará";"3.13 Fabricação de produtos têxteis";"149,1"
"setembro 2009";"Pernambuco";"3.13 Fabricação de produtos têxteis";"-"
"setembro 2009";"Bahia";"3.13 Fabricação de produtos têxteis";"-"
"outubro 2009";"Ceará";"3.13 Fabricação de produtos têxteis";"171,1"
"outubro 2009";"Pernambuco";"3.13 Fabricação de produtos têxteis";"-"
"outubro 2009";"Bahia";"3.13 Fabricação de produtos têxteis";"-"
"novembro 2009";"Ceará";"3.13 Fabricação de produtos têxteis";"161,9"
"novembro 2009";"Pernambuco";"3.13 Fabricação de produtos têxteis";"-"
"novembro 2009";"Bahia";"3.13 Fabricação de produtos têxteis";"-"
"dezembro 2009";"Ceará";"3.13 Fabricação de produtos têxteis";"111,4"
"dezembro 2009";"Pernambuco";"3.13 Fabricação de produtos têxteis";"-"
"dezembro 2009";"Bahia";"3.13 Fabricação de produtos têxteis";"-"
"janeiro 2010";"Ceará";"3.13 Fabricação de produtos têxteis";"151,9"
"janeiro 2010";"Pernambuco";"3.13 Fabricação de produtos têxteis";"-"
"janeiro 2010";"Bahia";"3.13 Fabricação de produtos têxteis";"-"
"fevereiro 2010";"Ceará";"3.13 Fabricação de produtos têxteis";"134,4"
"fevereiro 2010";"Pernambuco";"3.13 Fabricação de produtos têxteis";"-"
"fevereiro 2010";"Bahia";"3.13 Fabricação de produtos têxteis";"-"
"março 2010";"Ceará";"3.13 Fabricação de produtos têxteis";"155,5"
"março 2010";"Pernambuco";"3.13 Fabricação de produtos têxteis";"-"
"março 2010";"Bahia";"3.13 Fabricação de produtos têxteis";"-"
"abril 2010";"Ceará";"3.13 Fabricação de produtos têxteis";"140,8"
"abril 2010";"Pernambuco";"3.13 Fabricação de produtos têxteis";"-"
"abril 2010";"Bahia";"3.13 Fabricação de produtos têxteis";"-"
"maio 2010";"Ceará";"3.13 Fabricação de produtos têxteis";"144,4"
"maio 2010";"Pernambuco";"3.13 Fabricação de produtos têxteis";"-"
"maio 2010";"Bahia";"3.13 Fabricação de produtos têxteis";"-"
"junho 2010";"Ceará";"3.13 Fabricação de produtos têxteis";"143,2"
"junho 2010";"Pernambuco";"3.13 Fabricação de produtos têxteis";"-"
"junho 2010";"Bahia";"3.13 Fabricação de produtos têxteis";"-"
"julho 2010";"Ceará";"3.13 Fabricação de produtos têxteis";"142,7"
"julho 2010";"Pernambuco";"3.13 Fabricação de produtos têxteis";"-"
"julho 2010";"Bahia";"3.13 Fabricação de produtos têxteis";"-"
"agosto 2010";"Ceará";"3.13 Fabricação de produtos têxteis";"143,4"
"agosto 2010";"Pernambuco";"3.13 Fabricação de produtos têxteis";"-"
"agosto 2010";"Bahia";"3.13 Fabricação de produtos têxteis";"-"
"setembro 2010";"Ceará";"3.13 Fabricação de produtos têxteis";"139,7"
"setembro 2010";"Pernambuco";"3.13 Fabricação de produtos têxteis";"-"
"setembro 2010";"Bahia";"3.13 Fabricação de produtos têxteis";"-"
"outubro 2010";"Ceará";"3.13 Fabricação de produtos têxteis";"131,7"
"outubro 2010";"Pernambuco";"3.13 Fabricação de produtos têxteis";"-"
"outubro 2010";"Bahia";"3.13 Fabricação de produtos têxteis";"-"
"novembro 2010";"Ceará";"3.13 Fabricação de produtos têxteis";"128,7"
"novembro 2010";"Pernambuco";"3.13 Fabricação de produtos têxteis";"-"
"novembro 2010";"Bahia";"3.13 Fabricação de produtos têxteis";"-"
"dezembro 2010";"Ceará";"3.13 Fabricação de produtos têxteis";"84,4"
"dezembro 2010";"Pernambuco";"3.13 Fabricação de produtos têxteis";"-"
"dezembro 2010";"Bahia";"3.13 Fabricação de produtos têxteis";"-"
"janeiro 2011";"Ceará";"3.13 Fabricação de produtos têxteis";"86,7"
