"Tabela 3653 - Produção Física Industrial, por seções e atividades industriais"
"Variável - Índice de base fixa sem ajuste sazonal (Base: média de 2012 = 100) (Número-índice)"
"Mês";"Unidade da Federação";"Seções e atividades industriais (CNAE 2.0)";""
"abril 2007";"Bahia";"3.15 Preparação de couros e fabricação de artefatos de couro, artigos para viagem e calçados";"-"
"maio 2007";"Ceará";"3.15 Preparação de couros e fabricação de artefatos de couro, artigos para viagem e calçados";"88,0"
"maio 2007";"Pernambuco";"3.15 Preparação de couros e fabricação de artefatos de couro, artigos para viagem e calçados";"76,5"
"maio 2007";"Bahia";"3.15 Preparação de couros e fabricação de artefatos de couro, artigos para viagem e calçados";"-"
"junho 2007";"Ceará";"3.15 Preparação de couros e fabricação de artefatos de couro, artigos para viagem e calçados";"90,2"
"junho 2007";"Pernambuco";"3.15 Preparação de couros e fabricação de artefatos de couro, artigos para viagem e calçados";"71,0"
"junho 2007";"Bahia";"3.15 Preparação de couros e fabricação de artefatos de couro, artigos para viagem e calçados";"-"
"julho 2007";"Ceará";"3.15 Preparação de couros e fabricação de artefatos de couro, artigos para viagem e calçados";"90,2"
"julho 2007";"Pernambuco";"3.15 Preparação de couros e fabricação de artefatos de couro, artigos para viagem e calçados";"72,8"
"julho 2007";"Bahia";"3.15 Preparação de couros e fabricação de artefatos de couro, artigos para viagem e calçados";"-"
"agosto 2007";"Ceará";"3.15 Preparação de couros e fabricação de artefatos de couro, artigos para viagem e calçados";"134,3"
"agosto 2007";"Pernambuco";"3.15 Preparação de couros e fabricação de artefatos de couro, artigos para viagem e calçados";"53,5"
"agosto 2007";"Bahia";"3.15 Preparação de couros e fabricação de artefatos de couro, artigos para viagem e calçados";"-"
"setembro 2007";"Ceará";"3.15 Preparação de couros e fabricação de artefatos de couro, artigos para viagem e calçados";"139,0"
"setembro 2007";"Pernambuco";"3.15 Preparação de couros e fabricação de artefatos de couro, artigos para viagem e calçados";"57,6"
"setembro 2007";"Bahia";"3.15 Preparação de couros e fabricação de artefatos de couro, artigos para viagem e calçados";"-"
"outubro 2007";"Ceará";"3.15 Preparação de couros e fabricação de artefatos de couro, artigos para viagem e calçados";"150,5"
"outubro 2007";"Pernambuco";"3.15 Preparação de couros e fabricação de artefatos de couro, artigos para viagem e calçados";"72,1"
"outubro 2007";"Bahia";"3.15 Preparação de couros e fabricação de artefatos de couro, artigos para viagem e calçados";"-"
"novembro 2007";"Ceará";"3.15 Preparação de couros e fabricação de artefatos de couro, artigos para viagem e calçados";"167,2"
"novembro 2007";"Pernambuco";"3.15 Preparação de couros e fabricação de artefatos de couro, artigos para viagem e calçados";"66,4"
"novembro 2007";"Bahia";"3.15 Preparação de couros e fabricação de artefatos de couro, artigos para viagem e calçados";"-"
"dezembro 2007";"Ceará";"3.15 Preparação de couros e fabricação de artefatos de couro, artigos para viagem e calçados";"112,2"
"dezembro 2007";"Pernambuco";"3.15 Preparação de couros e fabricação de artefatos de couro, artigos para viagem e calçados";"56,3"
"dezembro 2007";"Bahia";"3.15 Preparação de couros e fabricação de artefatos de couro, artigos para viagem e calçados";"-"
"janeiro 2008";"Ceará";"3.15 Preparação de couros e fabricação de artefatos de couro, artigos para viagem e calçados";"103,8"
"janeiro 2008";"Pernambuco";"3.15 Preparação de couros e fabricação de artefatos de couro, artigos para viagem e calçados";"57,6"
"janeiro 2008";"Bahia";"3.15 Preparação de couros e fabricação de artefatos de couro, artigos para viagem e calçados";"-"
"fevereiro 2008";"Ceará";"3.15 Preparação de couros e fabricação de artefatos de couro, artigos para viagem e calçados";"111,6"
"fevereiro 2008";"Pernambuco";"3.15 Preparação de couros e fabricação de artefatos de couro, artigos para viagem e calçados";"54,1"
"fevereiro 2008";"Bahia";"3.15 Preparação de couros e fabricação de artefatos de couro, artigos para viagem e calçados";"-"
"março 2008";"Ceará";"3.15 Preparação de couros e fabricação de artefatos de couro, artigos para viagem e calçados";"108,7"
"março 2008";"Pernambuco";"3.15 Preparação de couros e fabricação de artefatos de couro, artigos para viagem e calçados";"61,1"
"março 2008";"Bahia";"3.15 Preparação de couros e fabricação de artefatos de couro, artigos para viagem e calçados";"-"
"abril 2008";"Ceará";"3.15 Preparação de couros e fabricação de artefatos de couro, artigos para viagem e calçados";"94,6"
"abril 2008";"Pernambuco";"3.15 Preparação de couros e fabricação de artefatos de couro, artigos para viagem e calçados";"61,9"
"abril 2008";"Bahia";"3.15 Preparação de couros e fabricação de artefatos de couro, artigos para viagem e calçados";"-"
"maio 2008";"Ceará";"3.15 Preparação de couros e fabricação de artefatos de couro, artigos para viagem e calçados";"81,0"
"maio 2008";"Pernambuco";"3.15 Preparação de couros e fabricação de artefatos de couro, artigos para viagem e calçados";"53,1"
"maio 2008";"Bahia";"3.15 Preparação de couros e fabricação de artefatos de couro, artigos para viagem e calçados";"-"
"junho 2008";"Ceará";"3.15 Preparação de couros e fabricação de artefatos de couro, artigos para viagem e calçados";"77,2"
"junho 2008";"Pernambuco";"3.15 Preparação de couros e fabricação de artefatos de couro, artigos para viagem e calçados";"43,4"
"junho 2008";"Bahia";"3.15 Preparação de couros e fabricação de artefatos de couro, artigos para viagem e calçados";"-"
