"Tabela 3653 - Produção Física Industrial, por seções e atividades industriais"
"Variável - Índice de base fixa sem ajuste sazonal (Base: média de 2012 = 100) (Número-índice)"
"Mês";"Unidade da Federação";"Seções e atividades industriais (CNAE 2.0)";""
"maio 2005";"Ceará";"3.25 Fabricação de produtos de metal, exceto máquinas e equipamentos";"104,4"
"maio 2005";"Pernambuco";"3.25 Fabricação de produtos de metal, exceto máquinas e equipamentos";"77,3"
"maio 2005";"Bahia";"3.25 Fabricação de produtos de metal, exceto máquinas e equipamentos";"-"
"junho 2005";"Ceará";"3.25 Fabricação de produtos de metal, exceto máquinas e equipamentos";"101,1"
"junho 2005";"Pernambuco";"3.25 Fabricação de produtos de metal, exceto máquinas e equipamentos";"48,3"
"junho 2005";"Bahia";"3.25 Fabricação de produtos de metal, exceto máquinas e equipamentos";"-"
"julho 2005";"Ceará";"3.25 Fabricação de produtos de metal, exceto máquinas e equipamentos";"107,6"
"julho 2005";"Pernambuco";"3.25 Fabricação de produtos de metal, exceto máquinas e equipamentos";"72,6"
"julho 2005";"Bahia";"3.25 Fabricação de produtos de metal, exceto máquinas e equipamentos";"-"
"agosto 2005";"Ceará";"3.25 Fabricação de produtos de metal, exceto máquinas e equipamentos";"134,1"
"agosto 2005";"Pernambuco";"3.25 Fabricação de produtos de metal, exceto máquinas e equipamentos";"94,2"
"agosto 2005";"Bahia";"3.25 Fabricação de produtos de metal, exceto máquinas e equipamentos";"-"
"setembro 2005";"Ceará";"3.25 Fabricação de produtos de metal, exceto máquinas e equipamentos";"144,1"
"setembro 2005";"Pernambuco";"3.25 Fabricação de produtos de metal, exceto máquinas e equipamentos";"87,7"
"setembro 2005";"Bahia";"3.25 Fabricação de produtos de metal, exceto máquinas e equipamentos";"-"
"outubro 2005";"Ceará";"3.25 Fabricação de produtos de metal, exceto máquinas e equipamentos";"142,1"
"outubro 2005";"Pernambuco";"3.25 Fabricação de produtos de metal, exceto máquinas e equipamentos";"84,0"
"outubro 2005";"Bahia";"3.25 Fabricação de produtos de metal, exceto máquinas e equipamentos";"-"
"novembro 2005";"Ceará";"3.25 Fabricação de produtos de metal, exceto máquinas e equipamentos";"147,1"
"novembro 2005";"Pernambuco";"3.25 Fabricação de produtos de metal, exceto máquinas e equipamentos";"83,8"
"novembro 2005";"Bahia";"3.25 Fabricação de produtos de metal, exceto máquinas e equipamentos";"-"
"dezembro 2005";"Ceará";"3.25 Fabricação de produtos de metal, exceto máquinas e equipamentos";"156,4"
"dezembro 2005";"Pernambuco";"3.25 Fabricação de produtos de metal, exceto máquinas e equipamentos";"90,3"
"dezembro 2005";"Bahia";"3.25 Fabricação de produtos de metal, exceto máquinas e equipamentos";"-"
"janeiro 2006";"Ceará";"3.25 Fabricação de produtos de metal, exceto máquinas e equipamentos";"142,4"
"janeiro 2006";"Pernambuco";"3.25 Fabricação de produtos de metal, exceto máquinas e equipamentos";"73,2"
"janeiro 2006";"Bahia";"3.25 Fabricação de produtos de metal, exceto máquinas e equipamentos";"-"
"fevereiro 2006";"Ceará";"3.25 Fabricação de produtos de metal, exceto máquinas e equipamentos";"144,1"
"fevereiro 2006";"Pernambuco";"3.25 Fabricação de produtos de metal, exceto máquinas e equipamentos";"73,4"
"fevereiro 2006";"Bahia";"3.25 Fabricação de produtos de metal, exceto máquinas e equipamentos";"-"
"março 2006";"Ceará";"3.25 Fabricação de produtos de metal, exceto máquinas e equipamentos";"151,3"
"março 2006";"Pernambuco";"3.25 Fabricação de produtos de metal, exceto máquinas e equipamentos";"85,1"
"março 2006";"Bahia";"3.25 Fabricação de produtos de metal, exceto máquinas e equipamentos";"-"
"abril 2006";"Ceará";"3.25 Fabricação de produtos de metal, exceto máquinas e equipamentos";"118,5"
"abril 2006";"Pernambuco";"3.25 Fabricação de produtos de metal, exceto máquinas e equipamentos";"79,9"
"abril 2006";"Bahia";"3.25 Fabricação de produtos de metal, exceto máquinas e equipamentos";"-"
"maio 2006";"Ceará";"3.25 Fabricação de produtos de metal, exceto máquinas e equipamentos";"133,5"
"maio 2006";"Pernambuco";"3.25 Fabricação de produtos de metal, exceto máquinas e equipamentos";"41,2"
"maio 2006";"Bahia";"3.25 Fabricação de produtos de metal, exceto máquinas e equipamentos";"-"
"junho 2006";"Ceará";"3.25 Fabricação de produtos de metal, exceto máquinas e equipamentos";"125,2"
"junho 2006";"Pernambuco";"3.25 Fabricação de produtos de metal, exceto máquinas e equipamentos";"51,9"
"junho 2006";"Bahia";"3.25 Fabricação de produtos de metal, exceto máquinas e equipamentos";"-"
"julho 2006";"Ceará";"3.25 Fabricação de produtos de metal, exceto máquinas e equipamentos";"140,5"
"julho 2006";"Pernambuco";"3.25 Fabricação de produtos de metal, exceto máquinas e equipamentos";"74,2"
"julho 2006";"Bahia";"3.25 Fabricação de produtos de metal, exceto máquinas e equipamentos";"-"
"agosto 2006";"Ceará";"3.25 Fabricação de produtos de metal, exceto máquinas e equipamentos";"133,0"
"agosto 2006";"Pernambuco";"3.25 Fabricação de produtos de metal, exceto máquinas e equipamentos";"86,3"
"agosto 2006";"Bahia";"3.25 Fabricação de produtos de metal, exceto máquinas e equipamentos";"-"
"setembro 2006";"Ceará";"3.25 Fabricação de produtos de metal, exceto máquinas e equipamentos";"134,9"
"setembro 2006";"Pernambuco";"3.25 Fabricação de produtos de metal, exceto máquinas e equipamentos";"86,0"
"setembro 2006";"Bahia";"3.25 Fabricação de produtos de metal, exceto máquinas e equipamentos";"-"
"outubro 2006";"Ceará";"3.25 Fabricação de produtos de metal, exceto máquinas e equipamentos";"172,3"
"outubro 2006";"Pernambuco";"3.25 Fabricação de produtos de metal, exceto máquinas e equipamentos";"91,0"
"outubro 2006";"Bahia";"3.25 Fabricação de produtos de metal, exceto máquinas e equipamentos";"-"
"novembro 2006";"Ceará";"3.25 Fabricação de produtos de metal, exceto máquinas e equipamentos";"186,4"
"novembro 2006";"Pernambuco";"3.25 Fabricação de produtos de metal, exceto máquinas e equipamentos";"93,2"
"novembro 2006";"Bahia";"3.25 Fabricação de produtos de metal, exceto máquinas e equipamentos";"-"
"dezembro 2006";"Ceará";"3.25 Fabricação de produtos de metal, exceto máquinas e equipamentos";"155,3"
"dezembro 2006";"Pernambuco";"3.25 Fabricação de produtos de metal, exceto máquinas e equipamentos";"93,6"
"dezembro 2006";"Bahia";"3.25 Fabricação de produtos de metal, exceto máquinas e equipamentos";"-"
"janeiro 2007";"Ceará";"3.25 Fabricação de produtos de metal, exceto máquinas e equipamentos";"107,9"
"janeiro 2007";"Pernambuco";"3.25 Fabricação de produtos de metal, exceto máquinas e equipamentos";"80,4"
"janeiro 2007";"Bahia";"3.25 Fabricação de produtos de metal, exceto máquinas e equipamentos";"-"
"fevereiro 2007";"Ceará";"3.25 Fabricação de produtos de metal, exceto máquinas e equipamentos";"93,1"
"fevereiro 2007";"Pernambuco";"3.25 Fabricação de produtos de metal, exceto máquinas e equipamentos";"75,6"
"fevereiro 2007";"Bahia";"3.25 Fabricação de produtos de metal, exceto máquinas e equipamentos";"-"
"março 2007";"Ceará";"3.25 Fabricação de produtos de metal, exceto máquinas e equipamentos";"107,0"
"março 2007";"Pernambuco";"3.25 Fabricação de produtos de metal, exceto máquinas e equipamentos";"86,6"
"março 2007";"Bahia";"3.25 Fabricação de produtos de metal, exceto máquinas e equipamentos";"-"
