"Tabela 3653 - Produção Física Industrial, por seções e atividades industriais"
"Variável - Índice de base fixa sem ajuste sazonal (Base: média de 2012 = 100) (Número-índice)"
"Mês";"Unidade da Federação";"Seções e atividades industriais (CNAE 2.0)";""
"março 2007";"Pernambuco";"3.29 Fabricação de veículos automotores, reboques e carrocerias";"-"
"março 2007";"Bahia";"3.29 Fabricação de veículos automotores, reboques e carrocerias";"130,5"
"abril 2007";"Ceará";"3.29 Fabricação de veículos automotores, reboques e carrocerias";"-"
"abril 2007";"Pernambuco";"3.29 Fabricação de veículos automotores, reboques e carrocerias";"-"
"abril 2007";"Bahia";"3.29 Fabricação de veículos automotores, reboques e carrocerias";"104,2"
"maio 2007";"Ceará";"3.29 Fabricação de veículos automotores, reboques e carrocerias";"-"
"maio 2007";"Pernambuco";"3.29 Fabricação de veículos automotores, reboques e carrocerias";"-"
"maio 2007";"Bahia";"3.29 Fabricação de veículos automotores, reboques e carrocerias";"130,8"
"junho 2007";"Ceará";"3.29 Fabricação de veículos automotores, reboques e carrocerias";"-"
"junho 2007";"Pernambuco";"3.29 Fabricação de veículos automotores, reboques e carrocerias";"-"
"junho 2007";"Bahia";"3.29 Fabricação de veículos automotores, reboques e carrocerias";"112,8"
"julho 2007";"Ceará";"3.29 Fabricação de veículos automotores, reboques e carrocerias";"-"
"julho 2007";"Pernambuco";"3.29 Fabricação de veículos automotores, reboques e carrocerias";"-"
"julho 2007";"Bahia";"3.29 Fabricação de veículos automotores, reboques e carrocerias";"125,8"
"agosto 2007";"Ceará";"3.29 Fabricação de veículos automotores, reboques e carrocerias";"-"
"agosto 2007";"Pernambuco";"3.29 Fabricação de veículos automotores, reboques e carrocerias";"-"
"agosto 2007";"Bahia";"3.29 Fabricação de veículos automotores, reboques e carrocerias";"132,8"
"setembro 2007";"Ceará";"3.29 Fabricação de veículos automotores, reboques e carrocerias";"-"
"setembro 2007";"Pernambuco";"3.29 Fabricação de veículos automotores, reboques e carrocerias";"-"
"setembro 2007";"Bahia";"3.29 Fabricação de veículos automotores, reboques e carrocerias";"110,4"
"outubro 2007";"Ceará";"3.29 Fabricação de veículos automotores, reboques e carrocerias";"-"
"outubro 2007";"Pernambuco";"3.29 Fabricação de veículos automotores, reboques e carrocerias";"-"
"outubro 2007";"Bahia";"3.29 Fabricação de veículos automotores, reboques e carrocerias";"129,9"
"novembro 2007";"Ceará";"3.29 Fabricação de veículos automotores, reboques e carrocerias";"-"
"novembro 2007";"Pernambuco";"3.29 Fabricação de veículos automotores, reboques e carrocerias";"-"
"novembro 2007";"Bahia";"3.29 Fabricação de veículos automotores, reboques e carrocerias";"131,2"
"dezembro 2007";"Ceará";"3.29 Fabricação de veículos automotores, reboques e carrocerias";"-"
"dezembro 2007";"Pernambuco";"3.29 Fabricação de veículos automotores, reboques e carrocerias";"-"
