"Tabela 3653 - Produção Física Industrial, por seções e atividades industriais"
"Variável - Índice de base fixa sem ajuste sazonal (Base: média de 2012 = 100) (Número-índice)"
"Mês";"Unidade da Federação";"Seções e atividades industriais (CNAE 2.0)";""
"junho 2008";"Bahia";"3.10 Fabricação de produtos alimentícios";"98,8"
"julho 2008";"Ceará";"3.10 Fabricação de produtos alimentícios";"123,1"
"julho 2008";"Pernambuco";"3.10 Fabricação de produtos alimentícios";"64,0"
"julho 2008";"Bahia";"3.10 Fabricação de produtos alimentícios";"101,2"
"agosto 2008";"Ceará";"3.10 Fabricação de produtos alimentícios";"118,8"
"agosto 2008";"Pernambuco";"3.10 Fabricação de produtos alimentícios";"72,1"
"agosto 2008";"Bahia";"3.10 Fabricação de produtos alimentícios";"101,5"
"setembro 2008";"Ceará";"3.10 Fabricação de produtos alimentícios";"109,8"
"setembro 2008";"Pernambuco";"3.10 Fabricação de produtos alimentícios";"122,5"
"setembro 2008";"Bahia";"3.10 Fabricação de produtos alimentícios";"96,3"
"outubro 2008";"Ceará";"3.10 Fabricação de produtos alimentícios";"137,7"
"outubro 2008";"Pernambuco";"3.10 Fabricação de produtos alimentícios";"167,4"
"outubro 2008";"Bahia";"3.10 Fabricação de produtos alimentícios";"105,4"
"novembro 2008";"Ceará";"3.10 Fabricação de produtos alimentícios";"109,9"
"novembro 2008";"Pernambuco";"3.10 Fabricação de produtos alimentícios";"158,3"
"novembro 2008";"Bahia";"3.10 Fabricação de produtos alimentícios";"95,2"
"dezembro 2008";"Ceará";"3.10 Fabricação de produtos alimentícios";"95,7"
"dezembro 2008";"Pernambuco";"3.10 Fabricação de produtos alimentícios";"154,5"
"dezembro 2008";"Bahia";"3.10 Fabricação de produtos alimentícios";"93,8"
"janeiro 2009";"Ceará";"3.10 Fabricação de produtos alimentícios";"101,5"
"janeiro 2009";"Pernambuco";"3.10 Fabricação de produtos alimentícios";"155,3"
"janeiro 2009";"Bahia";"3.10 Fabricação de produtos alimentícios";"93,4"
"fevereiro 2009";"Ceará";"3.10 Fabricação de produtos alimentícios";"86,8"
"fevereiro 2009";"Pernambuco";"3.10 Fabricação de produtos alimentícios";"111,4"
"fevereiro 2009";"Bahia";"3.10 Fabricação de produtos alimentícios";"89,0"
"março 2009";"Ceará";"3.10 Fabricação de produtos alimentícios";"98,7"
"março 2009";"Pernambuco";"3.10 Fabricação de produtos alimentícios";"91,2"
"março 2009";"Bahia";"3.10 Fabricação de produtos alimentícios";"73,6"
"abril 2009";"Ceará";"3.10 Fabricação de produtos alimentícios";"101,3"
"abril 2009";"Pernambuco";"3.10 Fabricação de produtos alimentícios";"62,1"
"abril 2009";"Bahia";"3.10 Fabricação de produtos alimentícios";"87,3"
"maio 2009";"Ceará";"3.10 Fabricação de produtos alimentícios";"94,9"
"maio 2009";"Pernambuco";"3.10 Fabricação de produtos alimentícios";"60,2"
"maio 2009";"Bahia";"3.10 Fabricação de produtos alimentícios";"91,0"
"junho 2009";"Ceará";"3.10 Fabricação de produtos alimentícios";"103,3"
"junho 2009";"Pernambuco";"3.10 Fabricação de produtos alimentícios";"52,2"
"junho 2009";"Bahia";"3.10 Fabricação de produtos alimentícios";"92,1"
"julho 2009";"Ceará";"3.10 Fabricação de produtos alimentícios";"98,8"
"julho 2009";"Pernambuco";"3.10 Fabricação de produtos alimentícios";"64,1"
"julho 2009";"Bahia";"3.10 Fabricação de produtos alimentícios";"91,7"
"agosto 2009";"Ceará";"3.10 Fabricação de produtos alimentícios";"85,7"
"agosto 2009";"Pernambuco";"3.10 Fabricação de produtos alimentícios";"74,7"
"agosto 2009";"Bahia";"3.10 Fabricação de produtos alimentícios";"92,7"
"setembro 2009";"Ceará";"3.10 Fabricação de produtos alimentícios";"84,8"
"setembro 2009";"Pernambuco";"3.10 Fabricação de produtos alimentícios";"121,6"
"setembro 2009";"Bahia";"3.10 Fabricação de produtos alimentícios";"89,0"
"outubro 2009";"Ceará";"3.10 Fabricação de produtos alimentícios";"91,3"
"outubro 2009";"Pernambuco";"3.10 Fabricação de produtos alimentícios";"160,1"
