"Tabela 3653 - Produção Física Industrial, por seções e atividades industriais"
"Variável - Índice de base fixa sem ajuste sazonal (Base: média de 2012 = 100) (Número-índice)"
"Mês";"Unidade da Federação";"Seções e atividades industriais (CNAE 2.0)";""
"janeiro 2006";"Ceará";"3.20C Fabricação de outros produtos químicos";"-"
"janeiro 2006";"Pernambuco";"3.20C Fabricação de outros produtos químicos";"-"
"janeiro 2006";"Bahia";"3.20C Fabricação de outros produtos químicos";"101,2"
"fevereiro 2006";"Ceará";"3.20C Fabricação de outros produtos químicos";"-"
"fevereiro 2006";"Pernambuco";"3.20C Fabricação de outros produtos químicos";"-"
"fevereiro 2006";"Bahia";"3.20C Fabricação de outros produtos químicos";"96,8"
"março 2006";"Ceará";"3.20C Fabricação de outros produtos químicos";"-"
"março 2006";"Pernambuco";"3.20C Fabricação de outros produtos químicos";"-"
"março 2006";"Bahia";"3.20C Fabricação de outros produtos químicos";"107,4"
"abril 2006";"Ceará";"3.20C Fabricação de outros produtos químicos";"-"
"abril 2006";"Pernambuco";"3.20C Fabricação de outros produtos químicos";"-"
"abril 2006";"Bahia";"3.20C Fabricação de outros produtos químicos";"105,8"
"maio 2006";"Ceará";"3.20C Fabricação de outros produtos químicos";"-"
"maio 2006";"Pernambuco";"3.20C Fabricação de outros produtos químicos";"-"
"maio 2006";"Bahia";"3.20C Fabricação de outros produtos químicos";"108,6"
"junho 2006";"Ceará";"3.20C Fabricação de outros produtos químicos";"-"
"junho 2006";"Pernambuco";"3.20C Fabricação de outros produtos químicos";"-"
"junho 2006";"Bahia";"3.20C Fabricação de outros produtos químicos";"108,2"
"julho 2006";"Ceará";"3.20C Fabricação de outros produtos químicos";"-"
"julho 2006";"Pernambuco";"3.20C Fabricação de outros produtos químicos";"-"
"julho 2006";"Bahia";"3.20C Fabricação de outros produtos químicos";"101,1"
"agosto 2006";"Ceará";"3.20C Fabricação de outros produtos químicos";"-"
"agosto 2006";"Pernambuco";"3.20C Fabricação de outros produtos químicos";"-"
"agosto 2006";"Bahia";"3.20C Fabricação de outros produtos químicos";"111,0"
"setembro 2006";"Ceará";"3.20C Fabricação de outros produtos químicos";"-"
"setembro 2006";"Pernambuco";"3.20C Fabricação de outros produtos químicos";"-"
"setembro 2006";"Bahia";"3.20C Fabricação de outros produtos químicos";"104,7"
"outubro 2006";"Ceará";"3.20C Fabricação de outros produtos químicos";"-"
"outubro 2006";"Pernambuco";"3.20C Fabricação de outros produtos químicos";"-"
"outubro 2006";"Bahia";"3.20C Fabricação de outros produtos químicos";"108,3"
"novembro 2006";"Ceará";"3.20C Fabricação de outros produtos químicos";"-"
"novembro 2006";"Pernambuco";"3.20C Fabricação de outros produtos químicos";"-"
"novembro 2006";"Bahia";"3.20C Fabricação de outros produtos químicos";"105,4"
"dezembro 2006";"Ceará";"3.20C Fabricação de outros produtos químicos";"-"
"dezembro 2006";"Pernambuco";"3.20C Fabricação de outros produtos químicos";"-"
"dezembro 2006";"Bahia";"3.20C Fabricação de outros produtos químicos";"94,7"
"janeiro 2007";"Ceará";"3.20C Fabricação de outros produtos químicos";"-"
"janeiro 2007";"Pernambuco";"3.20C Fabricação de outros produtos químicos";"-"
"janeiro 2007";"Bahia";"3.20C Fabricação de outros produtos químicos";"111,6"
"fevereiro 2007";"Ceará";"3.20C Fabricação de outros produtos químicos";"-"
"fevereiro 2007";"Pernambuco";"3.20C Fabricação de outros produtos químicos";"-"
"fevereiro 2007";"Bahia";"3.20C Fabricação de outros produtos químicos";"94,9"
"março 2007";"Ceará";"3.20C Fabricação de outros produtos químicos";"-"
"março 2007";"Pernambuco";"3.20C Fabricação de outros produtos químicos";"-"
"março 2007";"Bahia";"3.20C Fabricação de outros produtos químicos";"107,5"
"abril 2007";"Ceará";"3.20C Fabricação de outros produtos químicos";"-"
"abril 2007";"Pernambuco";"3.20C Fabricação de outros produtos químicos";"-"
"abril 2007";"Bahia";"3.20C Fabricação de outros produtos químicos";"100,1"
"maio 2007";"Ceará";"3.20C Fabricação de outros produtos químicos";"-"
"maio 2007";"Pernambuco";"3.20C Fabricação de outros produtos químicos";"-"
"maio 2007";"Bahia";"3.20C Fabricação de outros produtos químicos";"103,1"
"junho 2007";"Ceará";"3.20C Fabricação de outros produtos químicos";"-"
"junho 2007";"Pernambuco";"3.20C Fabricação de outros produtos químicos";"-"
"junho 2007";"Bahia";"3.20C Fabricação de outros produtos químicos";"106,8"
"julho 2007";"Ceará";"3.20C Fabricação de outros produtos químicos";"-"
"julho 2007";"Pernambuco";"3.20C Fabricação de outros produtos químicos";"-"
"julho 2007";"Bahia";"3.20C Fabricação de outros produtos químicos";"115,8"
"agosto 2007";"Ceará";"3.20C Fabricação de outros produtos químicos";"-"
"agosto 2007";"Pernambuco";"3.20C Fabricação de outros produtos químicos";"-"
"agosto 2007";"Bahia";"3.20C Fabricação de outros produtos químicos";"110,8"
"setembro 2007";"Ceará";"3.20C Fabricação de outros produtos químicos";"-"
"setembro 2007";"Pernambuco";"3.20C Fabricação de outros produtos químicos";"-"
"setembro 2007";"Bahia";"3.20C Fabricação de outros produtos químicos";"106,6"
"outubro 2007";"Ceará";"3.20C Fabricação de outros produtos químicos";"-"
"outubro 2007";"Pernambuco";"3.20C Fabricação de outros produtos químicos";"-"
"outubro 2007";"Bahia";"3.20C Fabricação de outros produtos químicos";"112,7"
"novembro 2007";"Ceará";"3.20C Fabricação de outros produtos químicos";"-"
