"Tabela 3653 - Produção Física Industrial, por seções e atividades industriais"
"Variável - Índice de base fixa sem ajuste sazonal (Base: média de 2012 = 100) (Número-índice)"
"Mês";"Unidade da Federação";"Seções e atividades industriais (CNAE 2.0)";""
"dezembro 2007";"Pernambuco";"3.23 Fabricação de produtos de minerais não-metálicos";"83,4"
"dezembro 2007";"Bahia";"3.23 Fabricação de produtos de minerais não-metálicos";"66,9"
"janeiro 2008";"Ceará";"3.23 Fabricação de produtos de minerais não-metálicos";"91,5"
"janeiro 2008";"Pernambuco";"3.23 Fabricação de produtos de minerais não-metálicos";"77,9"
"janeiro 2008";"Bahia";"3.23 Fabricação de produtos de minerais não-metálicos";"71,6"
"fevereiro 2008";"Ceará";"3.23 Fabricação de produtos de minerais não-metálicos";"79,0"
"fevereiro 2008";"Pernambuco";"3.23 Fabricação de produtos de minerais não-metálicos";"79,5"
"fevereiro 2008";"Bahia";"3.23 Fabricação de produtos de minerais não-metálicos";"62,7"
"março 2008";"Ceará";"3.23 Fabricação de produtos de minerais não-metálicos";"90,7"
"março 2008";"Pernambuco";"3.23 Fabricação de produtos de minerais não-metálicos";"82,1"
"março 2008";"Bahia";"3.23 Fabricação de produtos de minerais não-metálicos";"68,3"
"abril 2008";"Ceará";"3.23 Fabricação de produtos de minerais não-metálicos";"79,8"
"abril 2008";"Pernambuco";"3.23 Fabricação de produtos de minerais não-metálicos";"80,4"
"abril 2008";"Bahia";"3.23 Fabricação de produtos de minerais não-metálicos";"72,1"
"maio 2008";"Ceará";"3.23 Fabricação de produtos de minerais não-metálicos";"86,8"
"maio 2008";"Pernambuco";"3.23 Fabricação de produtos de minerais não-metálicos";"75,2"
"maio 2008";"Bahia";"3.23 Fabricação de produtos de minerais não-metálicos";"71,2"
"junho 2008";"Ceará";"3.23 Fabricação de produtos de minerais não-metálicos";"80,2"
"junho 2008";"Pernambuco";"3.23 Fabricação de produtos de minerais não-metálicos";"69,3"
"junho 2008";"Bahia";"3.23 Fabricação de produtos de minerais não-metálicos";"72,2"
"julho 2008";"Ceará";"3.23 Fabricação de produtos de minerais não-metálicos";"82,5"
"julho 2008";"Pernambuco";"3.23 Fabricação de produtos de minerais não-metálicos";"76,0"
"julho 2008";"Bahia";"3.23 Fabricação de produtos de minerais não-metálicos";"79,5"
"agosto 2008";"Ceará";"3.23 Fabricação de produtos de minerais não-metálicos";"75,2"
"agosto 2008";"Pernambuco";"3.23 Fabricação de produtos de minerais não-metálicos";"77,5"
"agosto 2008";"Bahia";"3.23 Fabricação de produtos de minerais não-metálicos";"83,3"
"setembro 2008";"Ceará";"3.23 Fabricação de produtos de minerais não-metálicos";"92,0"
"setembro 2008";"Pernambuco";"3.23 Fabricação de produtos de minerais não-metálicos";"88,0"
"setembro 2008";"Bahia";"3.23 Fabricação de produtos de minerais não-metálicos";"85,4"
"outubro 2008";"Ceará";"3.23 Fabricação de produtos de minerais não-metálicos";"99,1"
"outubro 2008";"Pernambuco";"3.23 Fabricação de produtos de minerais não-metálicos";"92,9"
"outubro 2008";"Bahia";"3.23 Fabricação de produtos de minerais não-metálicos";"90,9"
"novembro 2008";"Ceará";"3.23 Fabricação de produtos de minerais não-metálicos";"95,3"
"novembro 2008";"Pernambuco";"3.23 Fabricação de produtos de minerais não-metálicos";"84,7"
"novembro 2008";"Bahia";"3.23 Fabricação de produtos de minerais não-metálicos";"81,9"
"dezembro 2008";"Ceará";"3.23 Fabricação de produtos de minerais não-metálicos";"104,0"
"dezembro 2008";"Pernambuco";"3.23 Fabricação de produtos de minerais não-metálicos";"78,4"
"dezembro 2008";"Bahia";"3.23 Fabricação de produtos de minerais não-metálicos";"77,9"
"janeiro 2009";"Ceará";"3.23 Fabricação de produtos de minerais não-metálicos";"93,3"
"janeiro 2009";"Pernambuco";"3.23 Fabricação de produtos de minerais não-metálicos";"77,5"
"janeiro 2009";"Bahia";"3.23 Fabricação de produtos de minerais não-metálicos";"79,5"
"fevereiro 2009";"Ceará";"3.23 Fabricação de produtos de minerais não-metálicos";"84,0"
"fevereiro 2009";"Pernambuco";"3.23 Fabricação de produtos de minerais não-metálicos";"71,0"
"fevereiro 2009";"Bahia";"3.23 Fabricação de produtos de minerais não-metálicos";"72,4"
"março 2009";"Ceará";"3.23 Fabricação de produtos de minerais não-metálicos";"75,4"
"março 2009";"Pernambuco";"3.23 Fabricação de produtos de minerais não-metálicos";"72,0"
"março 2009";"Bahia";"3.23 Fabricação de produtos de minerais não-metálicos";"74,8"
"abril 2009";"Ceará";"3.23 Fabricação de produtos de minerais não-metálicos";"61,1"
"abril 2009";"Pernambuco";"3.23 Fabricação de produtos de minerais não-metálicos";"74,6"
"abril 2009";"Bahia";"3.23 Fabricação de produtos de minerais não-metálicos";"76,3"
"maio 2009";"Ceará";"3.23 Fabricação de produtos de minerais não-metálicos";"70,5"
"maio 2009";"Pernambuco";"3.23 Fabricação de produtos de minerais não-metálicos";"74,4"
"maio 2009";"Bahia";"3.23 Fabricação de produtos de minerais não-metálicos";"73,3"
"junho 2009";"Ceará";"3.23 Fabricação de produtos de minerais não-metálicos";"86,5"
"junho 2009";"Pernambuco";"3.23 Fabricação de produtos de minerais não-metálicos";"73,0"
"junho 2009";"Bahia";"3.23 Fabricação de produtos de minerais não-metálicos";"72,6"
"julho 2009";"Ceará";"3.23 Fabricação de produtos de minerais não-metálicos";"83,3"
"julho 2009";"Pernambuco";"3.23 Fabricação de produtos de minerais não-metálicos";"82,4"
"julho 2009";"Bahia";"3.23 Fabricação de produtos de minerais não-metálicos";"86,8"
"agosto 2009";"Ceará";"3.23 Fabricação de produtos de minerais não-metálicos";"101,3"
"agosto 2009";"Pernambuco";"3.23 Fabricação de produtos de minerais não-metálicos";"81,0"
"agosto 2009";"Bahia";"3.23 Fabricação de produtos de minerais não-metálicos";"90,0"
"setembro 2009";"Ceará";"3.23 Fabricação de produtos de minerais não-metálicos";"95,5"
"setembro 2009";"Pernambuco";"3.23 Fabricação de produtos de minerais não-metálicos";"85,3"
"setembro 2009";"Bahia";"3.23 Fabricação de produtos de minerais não-metálicos";"93,9"
"outubro 2009";"Ceará";"3.23 Fabricação de produtos de minerais não-metálicos";"100,7"
"outubro 2009";"Pernambuco";"3.23 Fabricação de produtos de minerais não-metálicos";"91,4"
"outubro 2009";"Bahia";"3.23 Fabricação de produtos de minerais não-metálicos";"95,5"
"novembro 2009";"Ceará";"3.23 Fabricação de produtos de minerais não-metálicos";"109,0"
"novembro 2009";"Pernambuco";"3.23 Fabricação de produtos de minerais não-metálicos";"92,8"
"novembro 2009";"Bahia";"3.23 Fabricação de produtos de minerais não-metálicos";"91,5"
"dezembro 2009";"Ceará";"3.23 Fabricação de produtos de minerais não-metálicos";"106,6"
"dezembro 2009";"Pernambuco";"3.23 Fabricação de produtos de minerais não-metálicos";"89,0"
"dezembro 2009";"Bahia";"3.23 Fabricação de produtos de minerais não-metálicos";"92,3"
"janeiro 2010";"Ceará";"3.23 Fabricação de produtos de minerais não-metálicos";"89,5"
"janeiro 2010";"Pernambuco";"3.23 Fabricação de produtos de minerais não-metálicos";"86,7"
"janeiro 2010";"Bahia";"3.23 Fabricação de produtos de minerais não-metálicos";"90,6"
"fevereiro 2010";"Ceará";"3.23 Fabricação de produtos de minerais não-metálicos";"88,5"
