"Tabela 3653 - Produção Física Industrial, por seções e atividades industriais"
"Variável - Índice de base fixa sem ajuste sazonal (Base: média de 2012 = 100) (Número-índice)"
"Mês";"Unidade da Federação";"Seções e atividades industriais (CNAE 2.0)";""
"setembro 2009";"Bahia";"1 Indústria geral";"99,7"
"outubro 2009";"Ceará";"1 Indústria geral";"125,2"
"outubro 2009";"Pernambuco";"1 Indústria geral";"113,2"
"outubro 2009";"Bahia";"1 Indústria geral";"103,0"
"novembro 2009";"Ceará";"1 Indústria geral";"126,2"
"novembro 2009";"Pernambuco";"1 Indústria geral";"118,4"
"novembro 2009";"Bahia";"1 Indústria geral";"101,2"
"dezembro 2009";"Ceará";"1 Indústria geral";"112,6"
"dezembro 2009";"Pernambuco";"1 Indústria geral";"113,5"
"dezembro 2009";"Bahia";"1 Indústria geral";"105,1"
"janeiro 2010";"Ceará";"1 Indústria geral";"113,0"
"janeiro 2010";"Pernambuco";"1 Indústria geral";"103,4"
"janeiro 2010";"Bahia";"1 Indústria geral";"102,7"
"fevereiro 2010";"Ceará";"1 Indústria geral";"105,8"
"fevereiro 2010";"Pernambuco";"1 Indústria geral";"98,3"
"fevereiro 2010";"Bahia";"1 Indústria geral";"94,0"
"março 2010";"Ceará";"1 Indústria geral";"118,9"
"março 2010";"Pernambuco";"1 Indústria geral";"104,1"
"março 2010";"Bahia";"1 Indústria geral";"102,3"
"abril 2010";"Ceará";"1 Indústria geral";"116,2"
"abril 2010";"Pernambuco";"1 Indústria geral";"88,1"
"abril 2010";"Bahia";"1 Indústria geral";"98,1"
"maio 2010";"Ceará";"1 Indústria geral";"113,8"
"maio 2010";"Pernambuco";"1 Indústria geral";"87,4"
"maio 2010";"Bahia";"1 Indústria geral";"106,6"
"junho 2010";"Ceará";"1 Indústria geral";"117,0"
"junho 2010";"Pernambuco";"1 Indústria geral";"85,2"
"junho 2010";"Bahia";"1 Indústria geral";"97,7"
"julho 2010";"Ceará";"1 Indústria geral";"120,1"
"julho 2010";"Pernambuco";"1 Indústria geral";"85,2"
"julho 2010";"Bahia";"1 Indústria geral";"105,8"
"agosto 2010";"Ceará";"1 Indústria geral";"118,6"
"agosto 2010";"Pernambuco";"1 Indústria geral";"88,7"
"agosto 2010";"Bahia";"1 Indústria geral";"104,1"
"setembro 2010";"Ceará";"1 Indústria geral";"119,9"
"setembro 2010";"Pernambuco";"1 Indústria geral";"102,5"
"setembro 2010";"Bahia";"1 Indústria geral";"98,8"
"outubro 2010";"Ceará";"1 Indústria geral";"118,6"
"outubro 2010";"Pernambuco";"1 Indústria geral";"115,2"
"outubro 2010";"Bahia";"1 Indústria geral";"108,8"
"novembro 2010";"Ceará";"1 Indústria geral";"118,9"
"novembro 2010";"Pernambuco";"1 Indústria geral";"118,7"
"novembro 2010";"Bahia";"1 Indústria geral";"98,3"
"dezembro 2010";"Ceará";"1 Indústria geral";"101,1"
"dezembro 2010";"Pernambuco";"1 Indústria geral";"113,4"
"dezembro 2010";"Bahia";"1 Indústria geral";"94,8"
"janeiro 2011";"Ceará";"1 Indústria geral";"94,7"
"janeiro 2011";"Pernambuco";"1 Indústria geral";"99,2"
"janeiro 2011";"Bahia";"1 Indústria geral";"93,1"
"fevereiro 2011";"Ceará";"1 Indústria geral";"100,0"
"fevereiro 2011";"Pernambuco";"1 Indústria geral";"94,2"
"fevereiro 2011";"Bahia";"1 Indústria geral";"79,5"
"março 2011";"Ceará";"1 Indústria geral";"102,9"
"março 2011";"Pernambuco";"1 Indústria geral";"96,6"
"março 2011";"Bahia";"1 Indústria geral";"97,9"
"abril 2011";"Ceará";"1 Indústria geral";"92,3"
"abril 2011";"Pernambuco";"1 Indústria geral";"80,9"
"abril 2011";"Bahia";"1 Indústria geral";"93,5"
"maio 2011";"Ceará";"1 Indústria geral";"98,1"
"maio 2011";"Pernambuco";"1 Indústria geral";"82,4"
"maio 2011";"Bahia";"1 Indústria geral";"103,3"
"junho 2011";"Ceará";"1 Indústria geral";"95,9"
"junho 2011";"Pernambuco";"1 Indústria geral";"85,7"
"junho 2011";"Bahia";"1 Indústria geral";"102,8"
"julho 2011";"Ceará";"1 Indústria geral";"94,9"
"julho 2011";"Pernambuco";"1 Indústria geral";"85,7"
"julho 2011";"Bahia";"1 Indústria geral";"99,3"
"agosto 2011";"Ceará";"1 Indústria geral";"103,6"
"agosto 2011";"Pernambuco";"1 Indústria geral";"91,0"
"agosto 2011";"Bahia";"1 Indústria geral";"101,4"
"setembro 2011";"Ceará";"1 Indústria geral";"106,5"
"setembro 2011";"Pernambuco";"1 Indústria geral";"107,5"
"setembro 2011";"Bahia";"1 Indústria geral";"96,8"
"outubro 2011";"Ceará";"1 Indústria geral";"109,3"
"outubro 2011";"Pernambuco";"1 Indústria geral";"119,5"
"outubro 2011";"Bahia";"1 Indústria geral";"103,8"
"novembro 2011";"Ceará";"1 Indústria geral";"109,6"
"novembro 2011";"Pernambuco";"1 Indústria geral";"120,1"
"novembro 2011";"Bahia";"1 Indústria geral";"92,1"
"dezembro 2011";"Ceará";"1 Indústria geral";"95,1"
"dezembro 2011";"Pernambuco";"1 Indústria geral";"117,1"
"dezembro 2011";"Bahia";"1 Indústria geral";"88,6"
"janeiro 2012";"Ceará";"1 Indústria geral";"91,2"
"janeiro 2012";"Pernambuco";"1 Indústria geral";"111,3"
"janeiro 2012";"Bahia";"1 Indústria geral";"96,5"
"fevereiro 2012";"Ceará";"1 Indústria geral";"90,3"
"fevereiro 2012";"Pernambuco";"1 Indústria geral";"103,5"
"fevereiro 2012";"Bahia";"1 Indústria geral";"90,5"
"março 2012";"Ceará";"1 Indústria geral";"100,8"
"março 2012";"Pernambuco";"1 Indústria geral";"99,1"
"março 2012";"Bahia";"1 Indústria geral";"97,7"
"abril 2012";"Ceará";"1 Indústria geral";"89,4"
"abril 2012";"Pernambuco";"1 Indústria geral";"84,5"
"abril 2012";"Bahia";"1 Indústria geral";"93,2"
"maio 2012";"Ceará";"1 Indústria geral";"97,0"
"maio 2012";"Pernambuco";"1 Indústria geral";"87,2"
"maio 2012";"Bahia";"1 Indústria geral";"104,9"
"junho 2012";"Ceará";"1 Indústria geral";"91,0"
"junho 2012";"Pernambuco";"1 Indústria geral";"83,4"
"junho 2012";"Bahia";"1 Indústria geral";"98,0"
"julho 2012";"Ceará";"1 Indústria geral";"99,5"
"julho 2012";"Pernambuco";"1 Indústria geral";"82,5"
"julho 2012";"Bahia";"1 Indústria geral";"100,7"
"agosto 2012";"Ceará";"1 Indústria geral";"104,0"
"agosto 2012";"Pernambuco";"1 Indústria geral";"91,0"
"agosto 2012";"Bahia";"1 Indústria geral";"103,4"
"setembro 2012";"Ceará";"1 Indústria geral";"107,2"
"setembro 2012";"Pernambuco";"1 Indústria geral";"102,7"
"setembro 2012";"Bahia";"1 Indústria geral";"99,0"
"outubro 2012";"Ceará";"1 Indústria geral";"115,6"
"outubro 2012";"Pernambuco";"1 Indústria geral";"123,9"
"outubro 2012";"Bahia";"1 Indústria geral";"106,1"
"novembro 2012";"Ceará";"1 Indústria geral";"117,9"
"novembro 2012";"Pernambuco";"1 Indústria geral";"116,8"
"novembro 2012";"Bahia";"1 Indústria geral";"105,1"
"dezembro 2012";"Ceará";"1 Indústria geral";"96,2"
"dezembro 2012";"Pernambuco";"1 Indústria geral";"114,2"
"dezembro 2012";"Bahia";"1 Indústria geral";"104,9"
"janeiro 2013";"Ceará";"1 Indústria geral";"105,1"
"janeiro 2013";"Pernambuco";"1 Indústria geral";"110,7"
"janeiro 2013";"Bahia";"1 Indústria geral";"107,9"
"fevereiro 2013";"Ceará";"1 Indústria geral";"94,6"
"fevereiro 2013";"Pernambuco";"1 Indústria geral";"92,9"
"fevereiro 2013";"Bahia";"1 Indústria geral";"95,0"
"março 2013";"Ceará";"1 Indústria geral";"101,4"
"março 2013";"Pernambuco";"1 Indústria geral";"91,3"
"março 2013";"Bahia";"1 Indústria geral";"103,6"
"abril 2013";"Ceará";"1 Indústria geral";"106,0"
"abril 2013";"Pernambuco";"1 Indústria geral";"87,6"
"abril 2013";"Bahia";"1 Indústria geral";"107,2"
"maio 2013";"Ceará";"1 Indústria geral";"103,8"
"maio 2013";"Pernambuco";"1 Indústria geral";"88,5"
"maio 2013";"Bahia";"1 Indústria geral";"112,1"
"junho 2013";"Ceará";"1 Indústria geral";"100,4"
"junho 2013";"Pernambuco";"1 Indústria geral";"85,5"
"junho 2013";"Bahia";"1 Indústria geral";"108,6"
"julho 2013";"Ceará";"1 Indústria geral";"113,7"
"julho 2013";"Pernambuco";"1 Indústria geral";"87,6"
"julho 2013";"Bahia";"1 Indústria geral";"115,3"
"agosto 2013";"Ceará";"1 Indústria geral";"117,9"
"agosto 2013";"Pernambuco";"1 Indústria geral";"92,1"
"agosto 2013";"Bahia";"1 Indústria geral";"110,7"
"setembro 2013";"Ceará";"1 Indústria geral";"119,1"
"setembro 2013";"Pernambuco";"1 Indústria geral";"97,4"
"setembro 2013";"Bahia";"1 Indústria geral";"106,7"
"outubro 2013";"Ceará";"1 Indústria geral";"131,8"
"outubro 2013";"Pernambuco";"1 Indústria geral";"121,2"
"outubro 2013";"Bahia";"1 Indústria geral";"104,9"
"novembro 2013";"Ceará";"1 Indústria geral";"125,3"
"novembro 2013";"Pernambuco";"1 Indústria geral";"117,1"
"novembro 2013";"Bahia";"1 Indústria geral";"107,4"
"dezembro 2013";"Ceará";"1 Indústria geral";"100,7"
"dezembro 2013";"Pernambuco";"1 Indústria geral";"120,3"
"dezembro 2013";"Bahia";"1 Indústria geral";"101,2"
"janeiro 2014";"Ceará";"1 Indústria geral";"100,7"
"janeiro 2014";"Pernambuco";"1 Indústria geral";"116,2"
"janeiro 2014";"Bahia";"1 Indústria geral";"100,5"
"fevereiro 2014";"Ceará";"1 Indústria geral";"101,8"
"fevereiro 2014";"Pernambuco";"1 Indústria geral";"98,8"
"fevereiro 2014";"Bahia";"1 Indústria geral";"94,5"
"março 2014";"Ceará";"1 Indústria geral";"100,7"
